code,from,to,Fr,Nl
844,2016-10-01,,inhibiteur de l'alpha-1 protéinase perfusion 1 g,alfa-1-proteïnase-inhibitor infusie 1 g
703,2016-10-01,,afatinib oral 20 mg,afatinib oraal 20 mg
166,,,,
729,2016-10-01,,afatinib oral 40 mg,afatinib oraal 40 mg
224,2016-10-01,,acétylcystéine oral 100 mg / 5 ml,acetylcysteïne oraal 100 mg / 5 ml
299,,,,
307,,,,
349,2016-10-01,,acide acétylsalicylique oral 250 mg,acetylsalicylzuur oraal 250 mg
364,2016-10-01,,acide acétylsalicylique oral 324 à 325 mg,acetylsalicylzuur oraal 324 à 325 mg
372,2016-10-01,,acide acétylsalicylique + acide ascorbique oral 400 mg + 240 mg,acetylsalicylzuur + ascorbinezuur oraal 400 mg + 240 mg
380,2016-10-01,,acide acétylsalicylique injection 500 mg,acetylsalicylzuur injectie 500 mg
422,2016-10-01,2018-10-18,acide acétylsalicylique + métoclopramide oral 900 mg + 10 mg,acetylsalicylzuur + metoclopramide oraal 900 mg + 10 mg
430,2016-10-01,,aciclovir perfusion 1 g / 40 ml,aciclovir infusie 1 g / 40 ml
448,2016-10-01,,aciclovir oral 200 mg [CAVE séc.],aciclovir oraal 200 mg [CAVE deelb.]
471,2016-10-01,,aciclovir injection/perfusion 250 mg,aciclovir injectie/infusie 250 mg
497,2016-10-01,,aciclovir oral 400 mg / 5 ml,aciclovir oraal 400 mg / 5 ml
505,2016-10-01,,aciclovir perfusion 500 mg / 20 ml,aciclovir infusie 500 mg / 20 ml
2345,2016-10-01,,aténolol oral 25 mg [CAVE séc.],atenolol oraal 25 mg [CAVE deelb.]
539,2016-10-01,,aciclovir + hydrocortisone crème cutané 50 mg + 10 mg / 1 g,aciclovir + hydrocortison crème cutaan 50 mg + 10 mg / 1 g
22731,2016-10-01,,néfopam oral 30 mg,nefopam oraal 30 mg
547,,,,
554,2016-10-01,,acipimox oral 250 mg,acipimox oraal 250 mg
570,2016-10-01,,acitrétine oral 25 mg,acitretine oraal 25 mg
588,2016-10-01,,aclidinium inhalé 322 µg / 1 dos.,aclidinium inhalatie 322 µg / 1 dos.
620,2016-10-01,,adapalène gel cutané 1 mg / 1 g,adapaleen gel cutaan 1 mg / 1 g
646,2016-10-01,,adéfovir oral 10 mg,adefovir oraal 10 mg
653,2016-10-01,,adénosine injection 6 mg / 2 ml,adenosine injectie 6 mg / 2 ml
687,2016-10-01,,Aesculus hippocastanum oral 50 mg,Aesculus hippocastanum oraal 50 mg
786,2016-10-01,,agomélatine oral 25 mg,agomelatine oraal 25 mg
794,2016-10-01,,aldesleukine injection/perfusion 18 000 000 UI,aldesleukine injectie/infusie 18 000 000 IE
1347,2016-10-01,,altéplase injection/perfusion 50 mg,alteplase injectie/infusie 50 mg
2147,,,,
16162,2016-10-01,,acide ibandronique oral 150 mg,ibandroninezuur oraal 150 mg
19851,2016-10-01,,"losartan + hydrochlorothiazide oral 100 mg + 12,5 mg","losartan + hydrochloorthiazide oraal 100 mg + 12,5 mg"
877,2016-10-01,,alfacalcidol oral 1 µg,alfacalcidol oraal 1 µg
885,,,,
11247,2016-10-01,,ésoméprazole oral 40 mg,esomeprazol oraal 40 mg
901,2016-10-01,,alfentanil injection/perfusion 5 mg / 10 ml,alfentanil injectie/infusie 5 mg / 10 ml
919,2016-10-01,,alfuzosine oral (libér. modifiée) 10 mg,alfuzosine oraal (gereg. afgifte) 10 mg
927,2016-10-01,,alfuzosine oral (libér. modifiée) 5 mg,alfuzosine oraal (gereg. afgifte) 5 mg
1339,2016-10-01,,altéplase injection/perfusion 20 mg,alteplase injectie/infusie 20 mg
1073,2016-10-01,,alimémazine oral 10 mg,alimemazine oraal 10 mg
21121,2016-10-01,,méthylprednisolone oral 16 mg,methylprednisolon oraal 16 mg
943,2016-10-01,,algeldrate + magnésium hydroxyde oral 200 mg + 200 mg,algeldraat + magnesiumhydroxide oraal 200 mg + 200 mg
1313,2016-10-01,,alprostadil injection 20 µg,alprostadil injectie 20 µg
950,2016-10-01,,aluminium oxyde + magnésium hydroxyde oral 200 mg + 400 mg,aluminiumoxide + magnesiumhydroxide oraal 200 mg + 400 mg
20495,2016-10-01,2017-06-12,merbromine solution cutané 20 mg / 1 ml,merbromine oplossing cutaan 20 mg / 1 ml
1016,2016-10-01,,"alginate + hydrogénocarbonate oral 250 mg + 133,5 mg / 5 ml","alginaat + waterstofcarbonaat oraal 250 mg + 133,5 mg / 5 ml"
1099,2016-10-01,2017-07-23,aliskirène + hydrochlorothiazide oral 150 mg + 25 mg,aliskiren + hydrochloorthiazide oraal 150 mg + 25 mg
1115,2016-10-01,2017-07-23,"aliskirène + hydrochlorothiazide oral 300 mg + 12,5 mg","aliskiren + hydrochloorthiazide oraal 300 mg + 12,5 mg"
1149,2016-10-01,,alizapride injection 50 mg / 2 ml,alizapride injectie 50 mg / 2 ml
18564,2016-10-01,,lanthane oral 750 mg,lanthaan oraal 750 mg
1172,,,,
1180,2016-10-01,,allopurinol oral 100 mg [CAVE séc.],allopurinol oraal 100 mg [CAVE deelb.]
1198,2016-10-01,,allopurinol oral 300 mg [CAVE séc.],allopurinol oraal 300 mg [CAVE deelb.]
42,2016-10-01,,abacavir + lamivudine + zidovudine oral 300 mg + 150 mg + 300 mg,abacavir + lamivudine + zidovudine oraal 300 mg + 150 mg + 300 mg
1206,2016-10-01,,"almotriptan oral 12,5 mg","almotriptan oraal 12,5 mg"
1222,,,,
1230,2016-10-01,,"alprazolam oral (libér. modifiée) 0,5 mg","alprazolam oraal (gereg. afgifte) 0,5 mg"
1263,2016-10-01,,alprazolam oral (libér. modifiée) 1 mg,alprazolam oraal (gereg. afgifte) 1 mg
1297,2016-10-01,,"alprostadil injection/perfusion 0,5 mg / 1 ml","alprostadil injectie/infusie 0,5 mg / 1 ml"
1305,2016-10-01,,alprostadil injection 10 µg,alprostadil injectie 10 µg
1370,2016-10-01,,alvérine oral 120 mg,alverine oraal 120 mg
1388,2016-10-01,,alvérine oral 60 mg,alverine oraal 60 mg
1404,2016-10-01,,ambrisentan oral 5 mg,ambrisentan oraal 5 mg
1420,2016-10-01,2018-11-29,ambroxol oral 30 mg / 5 ml,ambroxol oraal 30 mg / 5 ml
1438,2016-10-01,,ambroxol oral 60 mg,ambroxol oraal 60 mg
1487,2016-10-01,2019-01-20,amikacine injection/perfusion 100 mg / 2 ml,amikacine injectie/infusie 100 mg / 2 ml
1503,2016-10-01,,amikacine injection/perfusion 1 g / 4 ml,amikacine injectie/infusie 1 g / 4 ml
1511,2016-10-01,,amikacine perfusion 500 mg / 100 ml,amikacine infusie 500 mg / 100 ml
1537,2016-10-01,,amiloride + hydrochlorothiazide oral 5 mg + 50 mg,amiloride + hydrochloorthiazide oraal 5 mg + 50 mg
1545,2016-10-01,,amiodarone injection/perfusion 150 mg / 3 ml,amiodaron injectie/infusie 150 mg / 3 ml
1552,2016-10-01,,amiodarone oral 200 mg,amiodaron oraal 200 mg
1578,2016-10-01,,amisulpride oral 100 mg,amisulpride oraal 100 mg
1586,2016-10-01,,amisulpride oral 200 mg,amisulpride oraal 200 mg
1594,2016-10-01,,amisulpride oral 400 mg,amisulpride oraal 400 mg
1610,2016-10-01,,amitriptyline oral 10 mg,amitriptyline oraal 10 mg
1644,2016-10-01,2017-10-30,amitriptyline oral (libér. modifiée) 50 mg,amitriptyline oraal (gereg. afgifte) 50 mg
1651,2016-10-01,,amlodipine oral 10 mg [CAVE séc.],amlodipine oraal 10 mg [CAVE deelb.]
1727,2016-10-01,,amlodipine + valsartan + hydrochlorothiazide oral 5 mg + 160 mg + 25 mg,amlodipine + valsartan + hydrochloorthiazide oraal 5 mg + 160 mg + 25 mg
1735,2016-10-01,,amlodipine + valsartan oral 5 mg + 160 mg,amlodipine + valsartan oraal 5 mg + 160 mg
2154,,,,
1669,2016-10-01,,"amlodipine + valsartan + hydrochlorothiazide oral 10 mg + 160 mg + 12,5 mg","amlodipine + valsartan + hydrochloorthiazide oraal 10 mg + 160 mg + 12,5 mg"
13136,2016-10-01,,fludarabine injection/perfusion 50 mg / 2 ml,fludarabine injectie/infusie 50 mg / 2 ml
1693,2016-10-01,,amlodipine + valsartan + hydrochlorothiazide oral 10 mg + 320 mg + 25 mg,amlodipine + valsartan + hydrochloorthiazide oraal 10 mg + 320 mg + 25 mg
1743,2016-10-01,,amlodipine + valsartan oral 5 mg + 80 mg,amlodipine + valsartan oraal 5 mg + 80 mg
1776,2016-10-01,,amoxicilline oral 125 mg / 5 ml,amoxicilline oraal 125 mg / 5 ml
2162,2016-10-01,,aripiprazole oral 1 mg / 1 ml,aripiprazol oraal 1 mg / 1 ml
1826,2016-10-01,,"amoxicilline + acide clavulanique oral (libér. modifiée) 1 g + 62,5 mg","amoxicilline + clavulaanzuur oraal (gereg. afgifte) 1 g + 62,5 mg"
1834,2016-10-01,,amoxicilline injection/perfusion 1 g,amoxicilline injectie/infusie 1 g
1883,2016-10-01,,amoxicilline + acide clavulanique injection/perfusion 2 g + 200 mg,amoxicilline + clavulaanzuur injectie/infusie 2 g + 200 mg
23598,2016-10-01,,olanzapine oral 20 mg,olanzapine oraal 20 mg
1891,2016-10-01,,amoxicilline oral 500 mg / 5 ml,amoxicilline oraal 500 mg / 5 ml
18572,2016-10-01,,lapatinib oral 250 mg,lapatinib oraal 250 mg
2212,2016-10-01,,artéméther + luméfantrine oral 20 mg + 120 mg,artemether + lumefantrine oraal 20 mg + 120 mg
1800,2016-10-01,,amoxicilline + acide clavulanique injection 1 g + 200 mg,amoxicilline + clavulaanzuur injectie 1 g + 200 mg
1867,2016-10-01,,"amoxicilline + acide clavulanique oral 250 mg + 62,5 mg / 5 ml","amoxicilline + clavulaanzuur oraal 250 mg + 62,5 mg / 5 ml"
1917,2016-10-01,,amoxicilline + acide clavulanique injection/perfusion 500 mg + 50 mg,amoxicilline + clavulaanzuur injectie/infusie 500 mg + 50 mg
1958,2016-10-01,2017-12-21,ampicilline injection/perfusion 1 g,ampicilline injectie/infusie 1 g
1966,2016-10-01,2017-12-21,ampicilline injection/perfusion 250 mg,ampicilline injectie/infusie 250 mg
1065,2016-10-01,,alglucosidase alfa perfusion 50 mg,alglucosidase alfa infusie 50 mg
1974,2016-10-01,2017-12-21,ampicilline injection/perfusion 2 g,ampicilline injectie/infusie 2 g
2022,2016-10-01,,"amylmétacrésol + dichlorobenzylalcool oropharyngé 0,6 mg + 1,2 mg","amylmetacresol + dichloorbenzylalcohol orofaryngeaal 0,6 mg + 1,2 mg"
2071,2016-10-01,,anidulafungine perfusion 100 mg,anidulafungine infusie 100 mg
2139,2016-10-01,2016-10-31,Arctostaphylos uva-ursi oral 500 mg,Arctostaphylos uva-ursi oraal 500 mg
2170,,,,
2220,2016-10-01,,acide ascorbique oral 1 g [CAVE séc.],ascorbinezuur oraal 1 g [CAVE deelb.]
2261,2016-10-01,,asénapine sublingual 10 mg,asenapine sublinguaal 10 mg
2287,2016-10-01,2017-06-12,asparaginase perfusion 10 000 UI,asparaginase infusie 10 000 IE
2303,2016-10-01,,atazanavir oral 200 mg,atazanavir oraal 200 mg
2337,2016-10-01,,aténolol oral 100 mg [CAVE séc.],atenolol oraal 100 mg [CAVE deelb.]
2360,2016-10-01,,aténolol + nifédipine oral 50 mg + 20 mg,atenolol + nifedipine oraal 50 mg + 20 mg
2378,2016-10-01,,aténolol oral 50 mg [CAVE séc.],atenolol oraal 50 mg [CAVE deelb.]
2394,2016-10-01,,atomoxétine oral 10 mg,atomoxetine oraal 10 mg
2402,2016-10-01,,atomoxétine oral 18 mg,atomoxetine oraal 18 mg
2436,2016-10-01,,atomoxétine oral 60 mg,atomoxetine oraal 60 mg
2444,2016-10-01,,atomoxétine oral 80 mg,atomoxetine oraal 80 mg
2477,2016-10-01,,atorvastatine oral 40 mg [CAVE séc.],atorvastatine oraal 40 mg [CAVE deelb.]
2527,2016-10-01,,"atovaquone + proguanil oral 62,5 mg + 25 mg","atovaquon + proguanil oraal 62,5 mg + 25 mg"
2535,2016-10-01,,atovaquone oral 750 mg / 5 ml,atovaquon oraal 750 mg / 5 ml
2550,2016-10-01,,atracurium injection/perfusion 50 mg / 5 ml,atracurium injectie/infusie 50 mg / 5 ml
2568,2016-10-01,,"atropine injection 0,25 mg / 1 ml","atropine injectie 0,25 mg / 1 ml"
16899,2016-10-01,2017-06-12,indinavir oral 400 mg,indinavir oraal 400 mg
20032,2016-10-01,2018-10-18,malathion + perméthrine + pipéronyle butoxyde spray cutané 5 mg + 10 mg + 40 mg / 1 g,malathion + permethrine + piperonylbutoxide spray cutaan 5 mg + 10 mg + 40 mg / 1 g
24547,2016-10-01,2017-09-18,palivizumab injection 50 mg,palivizumab injectie 50 mg
596,2016-10-01,,chlore actif sous forme d'hypochlorite de sodium solution cutané 5 mg / 1 ml,actief chloor onder vorm van natriumhypochloriet oplossing cutaan 5 mg / 1 ml
2493,2016-10-01,,"atosiban perfusion 37,5 mg / 5 ml","atosiban infusie 37,5 mg / 5 ml"
2501,2016-10-01,,"atosiban injection 6,75 mg / 0,9 ml","atosiban injectie 6,75 mg / 0,9 ml"
2519,2016-10-01,,atovaquone + proguanil oral 250 mg + 100 mg,atovaquon + proguanil oraal 250 mg + 100 mg
2576,2016-10-01,,"atropine injection 0,5 mg / 1 ml","atropine injectie 0,5 mg / 1 ml"
2873,2016-10-01,,"baclofène injection/perfusion 0,05 mg / 1 ml","baclofen injectie/infusie 0,05 mg / 1 ml"
3418,2016-10-01,,"bétaméthasone injection/perfusion 5,3 mg / 1 ml","betamethason injectie/infusie 5,3 mg / 1 ml"
2972,2016-10-01,,baryum oral 700 mg / 1 g,barium oraal 700 mg / 1 g
2774,2016-10-01,,azithromycine oral 200 mg / 5 ml,azithromycine oraal 200 mg / 5 ml
20545,2016-10-01,,méropénem injection/perfusion 500 mg,meropenem injectie/infusie 500 mg
3012,2016-10-01,2018-01-30,barnidipine oral (libér. modifiée) 10 mg,barnidipine oraal (gereg. afgifte) 10 mg
4101,2016-10-01,,toxine botulique type A injection 50 U,botulinetoxine type A injectie 50 E
2865,2016-10-01,,bacitracine + polymyxine B sulfate pommade cutané 500 UI + 10 000 UI / 1 g,bacitracine + polymyxine B sulfaat zalf cutaan 500 IE + 10 000 IE / 1 g
2592,2016-10-01,,atropine injection 1 mg / 5 ml,atropine injectie 1 mg / 5 ml
2642,2016-10-01,,avanafil oral 100 mg,avanafil oraal 100 mg
2659,2016-10-01,,avanafil oral 200 mg,avanafil oraal 200 mg
2667,2016-10-01,,avanafil oral 50 mg,avanafil oraal 50 mg
2691,2016-10-01,,azacitidine injection 100 mg,azacitidine injectie 100 mg
2709,2016-10-01,,azathioprine oral 100 mg,azathioprine oraal 100 mg
2733,2016-10-01,,azathioprine oral 50 mg,azathioprine oraal 50 mg
2758,2016-10-01,,azélastine nasal 1 mg / 1 ml,azelastine nasaal 1 mg / 1 ml
13169,2016-10-01,,"flumazénil injection/perfusion 0,5 mg / 5 ml","flumazenil injectie/infusie 0,5 mg / 5 ml"
2766,2016-10-01,,"azélastine chlorhydrate collyre ophtalmique 0,5 mg / 1 ml","azelastine hydrochloride druppels oculair 0,5 mg / 1 ml"
2881,2016-10-01,,baclofène injection/perfusion 10 mg / 20 ml,baclofen injectie/infusie 10 mg / 20 ml
2899,2016-10-01,,baclofène injection/perfusion 10 mg / 5 ml,baclofen injectie/infusie 10 mg / 5 ml
2907,2016-10-01,,baclofène oral 10 mg,baclofen oraal 10 mg
2923,2016-10-01,,baclofène injection/perfusion 40 mg / 20 ml,baclofen injectie/infusie 40 mg / 20 ml
2964,,,,
3020,2016-10-01,2018-01-30,barnidipine oral (libér. modifiée) 20 mg,barnidipine oraal (gereg. afgifte) 20 mg
3038,2016-10-01,,basiliximab injection/perfusion 20 mg,basiliximab injectie/infusie 20 mg
3079,2016-10-01,,béclométasone inhalé 400 µg,beclometason inhalatie 400 µg
3103,2016-10-01,,béclométasone oral (libér. modifiée) 5 mg,beclometason oraal (gereg. afgifte) 5 mg
3137,2016-10-01,,bélimumab perfusion 400 mg,belimumab infusie 400 mg
3186,2016-10-01,,benzalkonium chlorure spray cutané 1 mg / 1 ml,benzalkonium chloride spray cutaan 1 mg / 1 ml
3236,2016-10-01,,benzoyle peroxyde gel cutané 100 mg / 1 g,benzoylperoxide gel cutaan 100 mg / 1 g
3251,2016-10-01,,benzoyle peroxyde gel cutané 50 mg / 1 g,benzoylperoxide gel cutaan 50 mg / 1 g
3285,2016-10-01,,benzoyle peroxyde + érythromycine gel cutané 50 mg + 30 mg / 1 g,benzoylperoxide + erythromycine gel cutaan 50 mg + 30 mg / 1 g
3301,2016-10-01,,benzylpénicilline injection/perfusion 1 000 000 UI,benzylpenicilline injectie/infusie 1 000 000 IE
3541,2016-10-01,,bétaméthasone (valérate) crème cutané 1 mg / 1 g,betamethason (valeraat) crème cutaan 1 mg / 1 g
4093,2016-10-01,,toxine botulique type A injection 500 U,botulinetoxine type A injectie 500 E
23697,2016-10-01,,"olmésartan + hydrochlorothiazide oral 20 mg + 12,5 mg","olmesartan + hydrochloorthiazide oraal 20 mg + 12,5 mg"
3368,2016-10-01,,bétahistine oral 8 mg [CAVE séc.],betahistine oraal 8 mg [CAVE deelb.]
3392,2016-10-01,,"bétaméthasone oral 0,5 mg","betamethason oraal 0,5 mg"
3434,2016-10-01,,"bétaméthasone (dipropionate) crème cutané 0,5 mg / 1 g","betamethason (dipropionaat) crème cutaan 0,5 mg / 1 g"
3459,2016-10-01,,"bétaméthasone (dipropionate) pommade cutané 0,5 mg / 1 g","betamethason (dipropionaat) zalf cutaan 0,5 mg / 1 g"
3475,2016-10-01,,"bétaméthasone (dipropionate) + calcipotriol pommade cutané 0,5 mg + 50 µg / 1 g","betamethason (dipropionaat) + calcipotriol zalf cutaan 0,5 mg + 50 µg / 1 g"
3616,2016-10-01,,bétaxolol collyre ophtalmique 5 mg / 1 ml,betaxolol druppels oculair 5 mg / 1 ml
3624,2016-10-01,,béthanéchol oral 10 mg,bethanechol oraal 10 mg
3806,2016-10-01,,bipéridène oral 2 mg,biperideen oraal 2 mg
4184,2016-10-01,,bromazépam oral 12 mg,bromazepam oraal 12 mg
3699,2016-10-01,,bicalutamide oral 50 mg,bicalutamide oraal 50 mg
3707,2016-10-01,,bifonazole crème cutané 10 mg / 1 g,bifonazol crème cutaan 10 mg / 1 g
4069,2016-10-01,,bosutinib oral 500 mg,bosutinib oraal 500 mg
4143,2016-10-01,,brimonidine tartrate + timolol collyre ophtalmique 2 mg + 5 mg / 1 ml,brimonidine tartraat + timolol druppels oculair 2 mg + 5 mg / 1 ml
3483,2016-10-01,,"bétaméthasone (dipropionate) + clotrimazole crème cutané 0,5 mg + 10 mg / 1 g","betamethason (dipropionaat) + clotrimazol crème cutaan 0,5 mg + 10 mg / 1 g"
3509,2016-10-01,,"bétaméthasone (dipropionate) + acide salicylique pommade cutané 0,5 mg + 30 mg / 1 g","betamethason (dipropionaat) + salicylzuur zalf cutaan 0,5 mg + 30 mg / 1 g"
3566,2016-10-01,,bétaméthasone (valérate) pommade cutané 1 mg / 1 g,betamethason (valeraat) zalf cutaan 1 mg / 1 g
3608,2016-10-01,,"bétaxolol collyre ophtalmique 2,5 mg / 1 ml","betaxolol druppels oculair 2,5 mg / 1 ml"
3632,2016-10-01,,bévacizumab perfusion 100 mg / 4 ml,bevacizumab infusie 100 mg / 4 ml
3681,2016-10-01,,bicalutamide oral 150 mg,bicalutamide oraal 150 mg
3715,2016-10-01,2017-08-31,"venin d'abeille injection 0,11 mg","bijengif injectie 0,11 mg"
3772,2016-10-01,,"bimatoprost collyre ophtalmique 0,1 mg / 1 ml","bimatoprost druppels oculair 0,1 mg / 1 ml"
3814,2016-10-01,,bisacodyl oral 10 mg,bisacodyl oraal 10 mg
3822,2016-10-01,,bisacodyl rectal 10 mg,bisacodyl rectaal 10 mg
3830,2016-10-01,,bisacodyl oral 5 mg,bisacodyl oraal 5 mg
33662,2016-10-01,,aripiprazole injection (libér. modifiée) 400 mg,aripiprazol injectie (gereg. afgifte) 400 mg
3855,2016-10-01,,"bisoprolol + hydrochlorothiazide oral 10 mg + 6,25 mg","bisoprolol + hydrochloorthiazide oraal 10 mg + 6,25 mg"
3863,2016-10-01,,bisoprolol oral 10 mg [CAVE séc.],bisoprolol oraal 10 mg [CAVE deelb.]
3889,2016-10-01,,"bisoprolol oral 2,5 mg [CAVE séc.]","bisoprolol oraal 2,5 mg [CAVE deelb.]"
3897,2016-10-01,,"bisoprolol + hydrochlorothiazide oral 5 mg + 12,5 mg","bisoprolol + hydrochloorthiazide oraal 5 mg + 12,5 mg"
3954,2016-10-01,2017-06-12,bocéprévir oral 200 mg,boceprevir oraal 200 mg
4028,2016-10-01,,"bortézomib injection 3,5 mg","bortezomib injectie 3,5 mg"
4044,2016-10-01,,"bosentan oral 62,5 mg","bosentan oraal 62,5 mg"
4192,2016-10-01,,bromazépam oral 3 mg [CAVE séc.],bromazepam oraal 3 mg [CAVE deelb.]
4200,2016-10-01,,bromazépam oral 6 mg,bromazepam oraal 6 mg
4226,2016-10-01,,"bromocriptine oral 2,5 mg","bromocriptine oraal 2,5 mg"
4234,2016-10-01,,bromocriptine oral 5 mg,bromocriptine oraal 5 mg
4259,2016-10-01,2018-09-30,brompéridol injection (libér. modifiée) 50 mg / 1 ml,bromperidol injectie (gereg. afgifte) 50 mg / 1 ml
4283,2016-10-01,,bromhexine oral 5 mg / 5 ml,broomhexine oraal 5 mg / 5 ml
4325,2016-10-01,,"brotizolam oral 0,25 mg","brotizolam oraal 0,25 mg"
4739,2016-10-01,,"cabazitaxel perfusion 60 mg / 1,5 ml","cabazitaxel infusie 60 mg / 1,5 ml"
4804,2016-10-01,,"calcitriol oral 0,25 µg","calcitriol oraal 0,25 µg"
4929,2016-10-01,2018-02-26,calcium oral 667 mg,calcium oraal 667 mg
23754,2016-10-01,,"olmésartan + amlodipine + hydrochlorothiazide oral 40 mg + 5 mg + 12,5 mg","olmesartan + amlodipine + hydrochloorthiazide oraal 40 mg + 5 mg + 12,5 mg"
24703,2016-10-01,,paracétamol oral 150 mg / 5 ml,paracetamol oraal 150 mg / 5 ml
4150,2016-10-01,,brinzolamide collyre ophtalmique 10 mg / 1 ml,brinzolamide druppels oculair 10 mg / 1 ml
4168,2016-10-01,,brinzolamide + timolol collyre ophtalmique 10 mg + 5 mg / 1 ml,brinzolamide + timolol druppels oculair 10 mg + 5 mg / 1 ml
4176,2016-10-01,,brivudine oral 125 mg,brivudine oraal 125 mg
4267,2016-10-01,,bromhexine inhalé 2 mg / 1 ml,broomhexine inhalatie 2 mg / 1 ml
4291,2016-10-01,,bromhexine oral 8 mg / 5 ml,broomhexine oraal 8 mg / 5 ml
4309,2016-10-01,,bromhexine oral 8 mg,broomhexine oraal 8 mg
4812,2016-10-01,,"calcitriol oral 0,5 µg","calcitriol oraal 0,5 µg"
4424,2016-10-01,,budésonide oral 9 mg,budesonide oraal 9 mg
5512,2016-10-01,2017-08-20,"catumaxomab perfusion 50 µg / 0,5 ml","catumaxomab infusie 50 µg / 0,5 ml"
4366,2016-10-01,,budésonide inhalé 200 µg,budesonide inhalatie 200 µg
5009,2016-10-01,,candésartan oral 32 mg,candesartan oraal 32 mg
4853,2016-10-01,,calcium oral 1 000 mg,calcium oraal 1 000 mg
4911,2016-10-01,,calcium + magnésium oral 435 mg + 235 mg,calcium + magnesium oraal 435 mg + 235 mg
4341,2016-10-01,,budésonide inhalé 1 mg / 2 ml,budesonide inhalatie 1 mg / 2 ml
4358,2016-10-01,,budésonide inhalé 200 µg / 1 dos.,budesonide inhalatie 200 µg / 1 dos.
4382,2016-10-01,,budésonide oral 3 mg,budesonide oraal 3 mg
4390,2016-10-01,,budésonide oral (libér. modifiée) 3 mg,budesonide oraal (gereg. afgifte) 3 mg
4903,2016-10-01,,calcium + colécalciférol oral 600 mg + 400 UI,calcium + colecalciferol oraal 600 mg + 400 IE
5108,2016-10-01,,captopril oral 100 mg [CAVE séc.],captopril oraal 100 mg [CAVE deelb.]
4440,2016-10-01,,bumétanide injection 2 mg / 4 ml,bumetanide injectie 2 mg / 4 ml
4473,2016-10-01,,bupivacaïne injection 5 mg / 1 ml,bupivacaïne injectie 5 mg / 1 ml
4499,2016-10-01,,"buprénorphine sublingual 0,2 mg","buprenorfine sublinguaal 0,2 mg"
4846,2016-10-01,,calcium + colécalciférol oral 1 000 mg + 880 UI [CAVE séc.],calcium + colecalciferol oraal 1 000 mg + 880 IE [CAVE deelb.]
