@actorNr,@from,Denomination,StreetName,StreetNum,Postcode,City,CountryCode,Language,LegalForm,Building,Phone,Postbox,AuthorisationNr,VatNr,Website
00188,1960-01-01,Laboratoires Thissen,Rue de la Papyree,2-6,1420,Braine-L'Alleud,BE,FR,SA,,02/3761175,,0188H,,
00189,1960-01-01,C.E.R.P.,Boulevard de L'Humanité,55,1070,ANDERLECHT,BE,FR,SA,,0477/895208,,0189H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0403.057.962')])",
00190,1960-01-01,Unipebe & Cie,Vallee Du Hain,,1420,Braine-L'Alleud,BE,FR,SNC,Parc Industriel,,,,,
00191,1960-01-01,Institut National Des Recherches Vet.,Groeselenberg,99,1180,Bruxelles,BE,FR,,,02/3754455,,,,
00192,1960-01-01,Laroche Navarron Belgium,Rue Dante,75,1070,Bruxelles,BE,FR,SA,,02/5258211,,,,
00193,1960-01-01,Calfordine Labo,Chaussee de Romaine,974,1780,Wemmel,BE,NL,,,,,,,
00194,1960-01-01,UCB  Pharma,Allee de la Recherche,60,1070,ANDERLECHT,BE,FR,SA,,02/6411411,,0194H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0403.096.168')])",
00195,1960-01-01,Fontaine Beauvois,Chaussee de Bruxelles,332,6042,Lodelinsart,BE,FR,SPRL,,,,,,
00196,1960-01-01,Irve,Avenue des Noisetiers,7,1170,Bruxelles 17,BE,FR/NL,Ets,,,,,,
00197,1960-01-01,Will Pharma,Rue du Manil,80,1301,Bierges,BE,FR,SA,,010/243838,,0197H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0402.018.775')])",
00198,1960-01-01,"Verheyen Lab,",Rue du Cerf,77,1332,Genval,BE,FR,,,02/6534616,,,,
00199,1960-01-01,Pieters Etn.,Lange Lozanastraat,215,2000,Antwerpen,BE,NL,,,03/2481335,,,,
00200,1960-01-01,Cosmetique Active Belgilux,Bd Industriel,31,1070,Bruxelles,BE,FR,SA,,02/5269211,,,,
00201,1960-01-01,Sanofi-Pharma,Avenue de la Metrologie,5,1130,Bruxelles,BE,FR,SA,,02/2400630,,,,
00202,1960-01-01,Triosol,Bd E.Bockstael,122,1020,Bruxelles,BE,FR,SA,,02/4222711,,,,
00203,1960-01-01,Bristol-Myers Squibb Belgium,Parc Alliance Av. de Finlande,4,1170,Bruxelles,BE,FR,SA,,02/352.75.25,,0203H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0403 075 184')])",
00204,1960-01-01,Debrus M,Avenue de L'Armee,7,1040,Bruxelles,BE,FR,,,,,,,
00205,1960-01-01,SCS Boehringer Ingelheim,Avenue Ariane,16,1200,SINT-LAMBRECHTS-WOLUWE,BE,FR,,Vesalius Science Park,02/7733311,,0205H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0435.953.632')])",
00206,1960-01-01,Novartis Pharma,Medialaan,40,1800,VILVOORDE,BE,NL,NV,,02/246 18 31,1,0206H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0459 093 476')])",
00207,1960-01-01,Farmahed,Langestraat,81,8400,Nieuwpoort,BE,NL,PVBA,,,,,,
00208,1960-01-01,Eldoma,Rue de Verdun,742,1130,Bruxelles,BE,FR,SPRL,,02/7261701,,,,
00209,1960-01-01,Ditrax Company,Avenue Coghen,135,1180,Bruxelles,BE,FR,SPRL,,,,,,
00210,1960-01-01,Astellas Pharma,Square Marie Curie,50,1070,Brussel,BE,NL,BV,Erasmus Park,02/5580737,,0210H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0451.827.087')])",
00211,1960-01-01,Robert Maurice,Avenue Hellevelt,36,1180,Bruxelles,BE,FR/NL,,,,,,,
00212,1960-01-01,Astra Pharmaceuticals,Rue E.Van Ophem,110,1180,Bruxelles,BE,FR,SA,,02/3704811,,,,
00213,1960-01-01,Continental Pharma,Rijksweg,12,2870,Puurs,BE,NL,Inc,,,,,,
00214,1960-01-01,Naturalpharma,Boulevard Leopold Ii,283,1080,Bruxelles,BE,FR/NL,SPRL,,,,,,
00215,1960-01-01,Oral Hygiene Center,Rue des Goujons,152,1070,Bruxelles,BE,FR,SA,,02/5210105,,,,
00216,1960-01-01,Nativelle,Rue Philippe le Bon,1,1040,Bruxelles,BE,FR,SA,,02/2379570,,,,
00217,1960-01-01,Sleymer Isabella,Ijzerenwegstraat,1,2040,Zandvliet,BE,NL,,,,,,,
00218,1960-01-01,Roche,Rue Dante,75,1070,Bruxelles,BE,FR,SA/NV,,02/5258211,,0218H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0403.088.151')])",
00220,1960-01-01,Scarcez A.,Rue du Travail,63,7033,Cuesmes,BE,FR,Ets,,,,,,
01873,1960-01-01,VRIJE UNIVERSITEIT BRUSSEL,Pleinlaan 2,,1050,ELSENE,BE,NL,,,02/4774579,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0449.012.406')])",
00219,1960-01-01,Novyphar,Keiënveldlaan,15,1652,Alsemberg,BE,FR,BVBA,,02/3803738,,,,
00221,1960-01-01,Scarcez A.,Rue de la Citadelle,179,7712,Herseaux,BE,FR,Ets,,,,,,
00222,1960-01-01,Van Neste Produits Pharmaceut,Rue Alph. Asselberghs,26,1180,Bruxelles,BE,FR,,,,,,,
00223,1960-01-01,"Vanseveren-Deleener , A.V.S.,Mme",Avenue Gen.Medecin Derache,66,1050,Bruxelles,BE,FR,,,,,,,
00224,1960-01-01,Gambro-Hospal,Ikaroslaan,61,1930,Zaventem,BE,NL,NV,,02/7112111,,,,
00225,1960-01-01,Biofarm,Rue Louis Hap,19,1040,Bruxelles,BE,FR,SPRL,,,,,,
00226,1960-01-01,Cusi Laboratoire,Rue de L'Etuve,77,1000,Bruxelles,BE,FR,SA,,,,,,
00228,1960-01-01,Promedy,Rue de Roucourt,39,7600,Peruwelz,BE,FR,SA,,,,,,
00230,1960-01-01,Gerets E. (Ets.Gervi),Pauwengraaf,131,3630,Maasmechelen,BE,NL,,,,,,,
00231,1960-01-01,"Christiaens A,Produits Pharmaceutiques",Rue de L'Etuve,60,1000,Bruxelles 1,BE,FR/NL,,,,,,,
00232,1960-01-01,Parijs J.P.,Chaussee de Waterloo,16,1620,Rhode St Genese,BE,FR,,,,,,,
00233,1960-01-01,R.A.S. Laboratoire,Rue A.Hottat,26,1050,Bruxelles,BE,FR,SA,,02/6487663,10,,,
00234,1960-01-01,Iba S & I,Avenue du Parc,31,4800,Verviers,BE,FR,NV,,014/224464,,,,
00235,1960-01-01,Boudart Claude,Chaussee de Malines,41,1970,Wezembeek-Oppem,BE,NL,Ets,,,,,,
00236,1960-01-01,Gepharchim,Rue Ten Bosch,126,1050,Bruxelles,BE,FR,SA,,,,,,
00237,1960-01-01,S.A.M. Laboratoire,Avenue Carton de Wiart,126,1090,Bruxelles,BE,FR,,,,2,,,
00238,1960-01-01,Repha,Avenue Coghen,132,1180,Bruxelles,BE,FR/NL,SC,,,,,,
00239,1960-01-01,Van Hemelrijck-De Bruycker,Hoorlingstraat,2A,9070,Heusden,BE,NL,,,,,,,
00240,1960-01-01,Pfizer,Rue Leon Theodor,102,1090,Bruxelles,BE,FR,SA,,02/4230511,,,,
00241,1960-01-01,Pfizer,Boulevard de la Plaine,17,1050,Bruxelles,BE,FR,SA,,02/5546211,,0241H,"OrderedDict([('@countryCode', 'BE'), ('#text', '040.1994.823')])",
00242,1960-01-01,Medibel,Bd de la Sauveniere,45A,4000,Liege,BE,FR,SA,,041/234863,,,,
00243,1960-01-01,"Devosse J.,Pharmacien",,,5330,Assesse,BE,FR,,,,,,,
00244,1960-01-01,Lrc Nederland,Bessebveldstraat,23,1831,Diegem,BE,NL,NV,,02/7254334,,,,
00245,1960-01-01,Servier Benelux,Boulevard International,57,1070,ANDERLECHT,BE,FR,SA,,02/5294311,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0408.056.927')])",
00246,1960-01-01,Vea Laboratoire,Lange Herentalsestraat,60,2000,Antwerpen,BE,NL,,,,,,,
00247,1960-01-01,Lepetit Belgica,Boulevard de Waterloo,38,1000,Bruxelles,BE,FR,SA,Hilton Tower,,,,,
00248,1960-01-01,Therabel Lab.,Rue de Fragnee,161,4000,Liege,BE,FR,SA,,,,,,
00249,1960-01-01,Pharmethic,Avenue de Scheut,46-50,1070,Bruxelles,BE,FR,SA,,02/6477981,,,,
00250,1960-01-01,Wellcome,Industriezone,3,9320,Erembodegem,BE,FR/NL,NV,,,,,,
00251,1960-01-01,Wellcome,Industriezone,3,9320,Erembodegem,BE,NL,NV,,053/852511,,,,
00252,1960-01-01,Superphar,Rue des Echasseurs,4,5000,Namur,BE,FR,SPRL,,,,,,
00253,1960-01-01,"Valesco , Lab.Homeopathique",Rue Au Bois,135,1150,Bruxelles,BE,FR,SA,,02/7728864,,,,
00254,1960-01-01,Hulpiau Jose,Rue de Flandre,163,1000,Bruxelles,BE,FR/NL,,,,,,,
00255,1960-01-01,P.C.B.,Chaussee de Charleroi,115,1370,Jodoigne,BE,FR,SA,,,,,,
00256,1960-01-01,Packaging Service,Avenue Zenobe Gramme,27-31,1030,Bruxelles,BE,FR,SA,,02/2414422,,,,
00257,1960-01-01,New Instruphar,Kortrijksesteenweg,1119,9051,St.-Denijs-Westrem,BE,NL,,,09/2223390,,,,
00258,1960-01-01,Maison A. Wolf,Vuurgatsraat,100,3090,Overijse,BE,NL,NV,,02/6580030,,,,
00259,1960-01-01,Group.Des Herboristeries Du Nord Hainaut,Rue de la Crete,26,7880,Flobecq,BE,FR,,,,,,,
00260,1960-01-01,Colman Lab.,Rue de la Grande Louvière,68-70,7100,La Louviere,BE,FR,SPRL,,064/224907,,,,
00261,1960-01-01,Therabrux,Rue A. Diderich,63,1060,Bruxelles,BE,FR/NL,SPRL,,,,,,
00262,1960-01-01,Kela Pharma,Industriepark West,68,9100,SINT-NIKLAAS,BE,NL,NV,,03/7806390,,0262H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0407.326.754')])",
00263,1960-01-01,Colombine Lab.,Brusselsesteenweg,457,9001,Gentbrugge,BE,NL,PVBA,,,,,,
00264,1960-01-01,Chemielux,Boomsesteenweg,546,2610,Wilrijk,BE,NL,SARL,,,,,,
00265,1960-01-01,Cob Et Cie,Albert Giraudlaan,115,1030,Brussel,BE,NL,NV,,02/2412119,,,,
00266,1960-01-01,Van Den Daelen Etn,Cuyckstraat,2,2000,Antwerpen,BE,NL,,,,,,,
00267,1960-01-01,Hotterbeck Ets,Avenue Albert Ier.,117,5000,Beez,BE,FR,,,,,,,
00268,1960-01-01,Proval,Ham,105,9000,Gent,BE,NL,PVBA,,,,,,
00269,1960-01-01,Pharma Comptoir,Rue de la Maladree,77,7110,Houdeng-Goegnies,BE,FR,,,,,,,
00270,1960-01-01,Biotest-Seralco,Generaal De Wittelaan,17B,2800,Mechelen,BE,NL,NV,,,14,0270H,,
00271,1960-01-01,Bota,Stadionlaan,12-16,9800,Deinze,BE,NL,NV,,09/3861178,,,,
00272,1960-01-01,"Van Der Heyden,Ets.",Rue du Marais,49-51,1000,Bruxelles,BE,FR,SA,,,,,,
00273,1960-01-01,Denta,Industriepark Blauwe Steen   Heiveldekens,2,2550,KONTICH,BE,NL,NV,,03/4509320,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0421.948.119')])",
00274,1960-01-01,MSD Animal Health,Lynx Binnenhof,5,1200,SINT-LAMBRECHTS-WOLUWE,BE,NL,BVBA,,015/436728,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0453.699.385')])",
00275,1960-01-01,Parfumerie D'Albert,Chaussee de Ninove,83,1080,Bruxelles,BE,FR,,,,,,,
00276,1960-01-01,Laboratoria Qualiphar /Qualiphar NV,Rijksweg,9,2880,BORNEM,BE,NL,NV,,03/8891721,,0276H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0403.086.468')])",
00277,1960-01-01,Pfizer Manufacturing Belgium,Rijksweg,12,2870,PUURS,BE,NL,NV,,03/890.79.51,,0277H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0400.778.165')])",
00278,1960-01-01,Syntex,Rue Dante,75,1070,Bruxelles,BE,FR,SA,,02/5258334,,,,
00279,1960-01-01,Sonadent,Bd. E. Bockstael,9-11,1020,Bruxelles,BE,FR,SA,,,,,,
00280,1960-01-01,Medtronic Belgium,Burgemeester E. Demunterlaan,5,1090,JETTE,BE,NL,NV,,02/4560900,,,,
00281,1960-01-01,"Debricon Arthur Paul,Depot Dentaire",Avenue Van Volxem,188,1190,Bruxelles 19,BE,FR/NL,,,,,,,
00282,1960-01-01,MSD Belgium,Clos du Lynx,5,1200,SINT-LAMBRECHTS-WOLUWE,BE,FR,SPRL,,02/373 42 46,,0282H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0406.820.770')])",
00283,1960-01-01,Tanghe A.,Haifastraat,13,2030,Antwerpen,BE,NL,PVBA,,,,,,
00284,1960-01-01,Longeval A.,Rue de Lessines C/O Berlaimont,31,7864,Deux-Acren,BE,FR,Ets,,,,,,
00285,1960-01-01,Bencard,Rue du Tilleul,13,1332,Genval,BE,FR,SA,,,,,,
00286,1960-01-01,Bio-Phar,Moncay,7,4140,Dolembreux,BE,FR,SPRL,,,,,,
00287,1960-01-01,Wyeth,Avenue de la Cambre,33-39,1050,Bruxelles,BE,FR,SA,,,,,,
00288,1960-01-01,Degaillier P.,Rue des Allies,30-32,1190,Forest,BE,FR/NL,Ets,,,,,,
00289,1960-01-01,Chableux Ii,Rue Traversiere,36,1030,Bruxelles,BE,FR,,,02/2170857,,,,
00290,1960-01-01,Mophaco,Laguitstraat,5,2300,Turnhout,BE,NL,BVBA,,014/413549,,,,
00291,1960-01-01,Substantia,Avenue Adolphe Wansart,12,1180,Bruxelles,BE,FR,SA,,,4,,,
00292,1960-01-01,Farmitalia Carlo Erba,Avenue Herrmann-Debroux,52,1160,Bruxelles,BE,FR,SA,,02/6755200,,,,
00293,1960-01-01,"Sauvegarde,La,Pharm.Pop.",Rue de la Resistance,284,4630,Soumagne,BE,FR,SA,,041/771006,,,,
00294,1960-01-01,Kortman-Duyvis,Stationsstraat,20,1702,Groot-Bijgaarden,BE,NL,,,02/4665120,,,,
00295,1960-01-01,Biergon Lab.,Rue Haute Marexhe,178,4040,Herstal,BE,FR,SA,,,,,,
00296,1960-01-01,Medical Promotion,Avenue de la Constitution,24,1080,Bruxelles,BE,FR,,,,,,,
00297,1960-01-01,Synthes,'T Kintstraat,56,1000,Brussel,BE,NL,,,02/5138015,,,,
00298,1960-01-01,Schering,Mommaertslaan,14,1831,Machelen,BE,NL,NV,,02/7128500,,,,
00299,1960-01-01,Demesmacre H.L.Ph.,Rue Delaunoy,145,1080,Bruxelles,BE,FR,,,02/4109766,,,,
00300,1960-01-01,Sterling,Avenue Brigade Piron,122,1080,Molenb. St. Jean,BE,FR/NL,SA,,,,,,
00301,1960-01-01,Laboratoria Sterop,Scheutlaan,46-50,1070,Brussel,BE,NL,NV,,02/5243966,,0301H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0408.238.752')])",
00302,1960-01-01,Purna Pharmaceuticals,Rijksweg,17,2870,PUURS,BE,NL,NV,,03/8860085,,0302H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0428.742.176')])",
00303,1960-01-01,Pharma-Sante,Rue de la Boverie,379,4100,Seraing,BE,FR,SCRL,,,,0303H,,
00304,1960-01-01,Schering-Plough Labo,Industriepark,30,2220,HEIST-OP-DEN-BERG,BE,NL,NV,,015/258841,,304H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0412.581.481')])",
00305,1960-01-01,Grande Pharmacie Commerciale,Passage du Nord,10-12,1000,Bruxelles,BE,FR,,,,,,,
00306,1960-01-01,Phenix Pharmaceuticals,St.Lenaartseweg (de Kluis),48,2320,Hoogstraten,BE,NL,NV,,03/3400409,4,,,
00307,1960-01-01,"Mme Geerts,Epse Benoit",Boulevard Anspach,70,1000,Bruxelles,BE,FR/NL,,,,,,,
00308,1960-01-01,Sambria,Rue de Philippeville,40,6001,Marcinelle,BE,FR,SC,,071/601311,,,,
00309,1960-01-01,Sardac,Rue Francois Debelder,15-17,1200,Bruxelles,BE,FR/NL,SA,,,,,,
00310,1960-01-01,Fabry G.,Rue des Glacis,57,4000,Liege,BE,FR,,,,,,,
00311,1960-01-01,Compexparfums,Rue des Bouchers,5,1000,Bruxelles,BE,FR/NL,SA,,,,,,
00312,1960-01-01,Cooper Laboratoires,Chemin du Champ Mahau,20,1470,Bousval,BE,FR,SA,,,,,,
00313,1960-01-01,Alpha-Repartition,Rue De Mulhouse,33A,4020,Liege,BE,FR,SA,,04/3492230,,,,
00314,1960-01-01,Catalent Belgium,Font Saint Landry,10,1120,Neder-Over-Heembeek,BE,FR,SA,,02/2153640,,0314H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0465.935.738')])",
00315,1960-01-01,Febelco,Eigenlostraat,1,9100,Sint-Niklaas,BE,NL,CV,,03/780.80.00,,0315H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0458.780.306')])",
00316,1960-01-01,Centrale Pharmaceutique,Parc Ind.Strepy-Bracquegnies,,7110,La Louviere,BE,FR,SC,,064/673072,,,,
00317,1960-01-01,Van Doorsselaere-Cap/(Lab.Tico),Louwijn,38,1730,Asse,BE,NL,,,02/4526452,,,,
00318,1960-01-01,Centradro,Rue de Faux,62,1490,Court-St.-Etienne,BE,FR,SA,,,,,,
00319,1960-01-01,Rajo,Rue Osseghem,25,1080,Bruxelles,BE,FR,SA,,,A33,,,
00320,1960-01-01,Upharma,Rue Fetis,2,7000,Mons,BE,FR,,,,,,,
00321,1960-01-01,Vooruit,Nieuwe Vaart,151,9000,GENT,BE,NL,CVBA,,09/2354281,,0321H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0405 703 884')])",
00322,1960-01-01,Laboratoria Flandria,Nederzwijnaarde,4,9052,Zwijnaarde,BE,NL,NV,,09/2400811,,0322H,,
00323,1960-01-01,Metophis G.,Rue de Campine,44,4000,Liege,BE,FR,,,,,,,
00324,1960-01-01,Lifé Pharma,Route de Liers,140,4042,Liers,BE,FR,SCRL,,04/3401940,,0324H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0403.899.486')])",
00325,1960-01-01,Planteurs Reunis 2000 (Les),Chee G.Richet,231,7860,Lessines,BE,FR,,,068/332233,,,,
00326,1960-01-01,Desmottes Et Deanscutter Reunis,Rue St. Gereon,35,7864,Deux-Acren,BE,FR,Ets,,,,,,
00327,1960-01-01,Frador,Rue Jean Bollen,37,1020,Bruxelles,BE,FR,SPRL,,,,,,
00328,1960-01-01,"Etn Mattson B,Matthys En Zoon",Hof Ter Bekestraat,4,2000,Antwerpen,BE,NL,PVBA,,,,,,
00329,1960-01-01,Economie Populaire,Rue Edouard Dinot,32,5590,CINEY,BE,FR,SC,,083/231337,,0329H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0401.388.176')])",
00330,1960-01-01,Stafford Miller Continental,Nyverheidstraat,22,2260,Oevel,BE,NL,NV,,014/589481,,,,
00331,1960-01-01,Pabisch,Bd Paepsem,11,1070,Bruxelles,BE,FR,SPRL,,02/3323430,Bloc B,,,
00332,1960-01-01,Electa,Rue Bara,75,1070,Bruxelles,BE,FR,SC,,,,,,
00333,1960-01-01,Dagra,Rue St.Ghislain,41,1000,Bruxelles,BE,FR,SA,,,,,,
00334,1960-01-01,Efeka (Efk),Rue du Bosquet,15,1348,Louvain-La-Neuve,BE,FR,SA,,010/471711,,,,
00335,1960-01-01,Pieters E.(Aquarius),Gentse Steenweg,109,9230,Wetteren,BE,NL,,,,,,,
00336,1960-01-01,Certa International,Zoning Artisanal 2B,2B,1420,Braine-L'Alleud,BE,FR,SA,,02/3850575,,,,
00337,1960-01-01,"Priquet G.,Depot Dentaire",Avenue E.De Thibault,35,1040,Bruxelles,BE,FR,SA,,02/7354340,,,,
00338,1960-01-01,De Taeye Henri,Olmendreef,13,9290,Berlare,BE,NL,,,,,,,
00339,1960-01-01,Abbott,Avenue Einstein,14,1300,Wavre,BE,FR,SA,,,,0339H,,
00340,1960-01-01,Interlaboratoire,Rue de Haerne,120,1040,Bruxelles,BE,FR/NL,SA,,,,,,
00341,1960-01-01,Unda,Rue de Lorcé,45,4920,AYWAILLE,BE,FR,SA,,04/384.02.71,,341H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0403 987 182')])",
00342,1960-01-01,M.A.T.E.A.M.,Rue du Ham,90,1180,Bruxelles 18,BE,FR/NL,SA,,,,,,
00343,1960-01-01,Onze Apotheek,Pletinckstraat,19,1000,Brussel,BE,FR/NL,SV,,,,,,
00344,1960-01-01,"Delahaut A.,Depot Dentaire",Rue Darwin,25,1060,Bruxelles,BE,FR,,,,,,,
00345,1960-01-01,Pharmuka Benelux,Avenue Carton de Wiart,128,1090,Bruxelles,BE,FR,,,,,,,
00346,1960-01-01,Tad Pharma Belgie,Dendermondsesteenweg,86,9290,Overmere,BE,NL,PVBA,,0@	Õ °-¢&°,,,,
00347,1960-01-01,"Galeniques Belges , Lab",Rue Kuge,2,7860,Lessines,BE,FR,,,,4,,,
00348,1960-01-01,Grossen G.G.,De Gravestraat,17-19,9100,St.-Niklaas,BE,NL,PVBA,,,,,,
00349,1960-01-01,Lohmann,Ambachtenlaan,29,3000,Leuven,BE,NL,,,,,,,
00350,1960-01-01,Pharmagro,Victor Driessensstraat,27-29,2000,Antwerpen,BE,NL,PVBA,,,,,,
00351,1960-01-01,Clin Midy,Avenue de Bejar,1,1120,Bruxelles,BE,FR,SA,,,,,,
00352,1960-01-01,Asma - Borgers,Belcrownlaan,13,2100,Deurne,BE,NL,CV,,03/3267575,,,,
00353,1960-01-01,Hospithera,Rue E. Feron,70,1060,Bruxelles 6,BE,FR/NL,,,,,,,
00354,1960-01-01,Aventis Pharma,Boulevard de la Plaine,9,1050,Bruxelles,BE,FR,SA,,02/6458111,,,,
00355,1960-01-01,Lamoral,Lieven Bauwensstraat,29,8200,Brugge,BE,NL,NV,,050/312851,,,,
00356,1960-01-01,Loobuyck Francine,Avenue du Congo,4,1050,Bruxelles,BE,FR,,,,,,,
00357,1960-01-01,Menarini Benelux,De Kleetlaan,3,1831,Diegem,BE,NL,NV,,02/7214545,,0357H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0403.075.481')])",
00358,1960-01-01,Galenicapharma,Rue Edouard Faes,48,1090,Bruxelles 9,BE,FR/NL,SA,,,,,,
00359,1960-01-01,Cophabel,Avenue de Tervueren,88,1040,Bruxelles,BE,FR,,,,,,,
00360,1960-01-01,Chemico Pharma,Abeelstraat,29,8800,Roeselare,BE,NL,,,,,,,
00361,1960-01-01,Etn Goossens,Europalaan,4,2610,Wilrijk,BE,NL,PVBA,,,,,,
00362,1960-01-01,Chimexport,Niellonstraat,24,2600,Berchem,BE,NL,PVBA,,,,,,
00363,1960-01-01,Dalimier & Cie,Avenue Milcamps,154,1040,Bruxelles 3,BE,FR/NL,,,,,,,
00364,1960-01-01,Germanopharma,Avenue Milcamps,154,1040,Bruxelles 4,BE,FR/NL,,,,,,,
00365,1960-01-01,Intradal Belgium,Uyttenhovestraat,45-47,1090,Brussel,BE,NL,NV,,,,,,
00366,1960-01-01,Mijnhardt Medical,Lange Nieuwstraat,21-23,2000,Antwerpen,BE,NL,,,,3,,,
00367,1960-01-01,Bial Scientific,Rue de L'Etoile,10,1620,Drogenbos,BE,NL,SPRL,,,,,,
00368,1960-01-01,Fermenta Animal Health Europe,Leuvensesteenweg,510,1930,Zaventem,BE,NL,,,02/7733320,2,,,
00369,1960-01-01,Theraplix,Ave Carton de Wiart,128,1090,Bruxelles 9,BE,FR/NL,SA,,,2,,,
00370,1960-01-01,Medimat,Koeivijverstraat,96,1700,Dilbeek,BE,NL,NV,,,,,,
00371,1960-01-01,Dow Corning International Limited,Chaussee de la Hulpe,177,1170,Bruxelles,BE,FR,,,,,,,
00372,1960-01-01,Acf Belga,Kasteelstraat,279,9255,Buggenhout,BE,NL,NV,,,,,,
00373,1960-01-01,Soc.Belge De Therapeutique Experimentale,Rue du Progres,1,1400,Nivelles,BE,FR,,,,,,,
00374,1960-01-01,Arkopharma Belux,Parc de la Noire Epine Avenue Edison,13,1300,WAVRE,BE,FR,SA,,010/233600,,0374H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0401.962.852')])",
00375,1960-01-01,Corena Pharmex,Avenue J. Dubrucq,206,1020,Bruxelles,BE,FR/NL,,,,,,,
00376,1960-01-01,Pcb Dis,Van Den Hautelei,177,2100,Deurne,BE,NL,,,,,,,
00377,1960-01-01,Cophardan,Provinciestraat,11,2000,Antwerpen,BE,NL,,,,,,,
00378,1960-01-01,Nutricia,Rijksweg,64,2880,Bornem,BE,NL,NV,,03/8902211,,,,
00379,1960-01-01,Pharmady,Rue des Jardins,22,4500,Huy,BE,FR,SA,,,,,,
00380,1960-01-01,Lab. Belge De Chimie Therapeutique,Avenue Defre,265,1180,Bruxelles,BE,FR/NL,,,,,,,
00381,1960-01-01,Miles Belgium,Avenue du Paepedelle,22,1160,Bruxelles,BE,FR,SA,,,,,,
00382,1960-01-01,Belphar,Avenue Louise,135,1050,Bruxelles,BE,FR,SA,,,,,,
00383,1960-01-01,Impec,Rue Philippe de Champagne,40,1000,Bruxelles,BE,FR,SA,,02/5110207,,,,
00384,1960-01-01,Veterinary Pharmaceuticals,Rue Sainte Reine,43,1300,Wavre,BE,FR,SPRL,,,,,,
00385,1960-01-01,Denolin,Rue des Goujons,152,1070,Bruxelles,BE,FR,SA,,02/5210105,,,,
00386,1960-01-01,Miles Belgium,Rue de Livourne,80,1050,Bruxelles,BE,FR,SA,,,,,,
00387,1960-01-01,Omikron Gagliardi,Rue de Stassart,76,1050,Bruxelles 5,BE,FR/NL,,,,,,,
00388,1960-01-01,Best Medical Belgium,Avenue de L'Esperance,,6220,Fleurus,BE,FR,SA,Zone Industr.,071/829211,,0388H,,
00390,1960-01-01,Eutherapie Benelux,Boulevard International,57,1070,ANDERLECHT,BE,FR,SA,,02/5294311,,390H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0413.600.278')])",
00391,1960-01-01,Nestle,Rue de Birmingham,221,1070,Bruxelles 7,BE,FR/NL,,,,,,,
00392,1960-01-01,I.C.P.,St. Katriensteenweg,43,8520,Kuurne,BE,NL,NV,,056/370619,,,,
00393,1960-01-01,Erasme,Avenue de Saio,11,1070,Bruxelles,BE,FR,Ets,,47,,,,
00395,1960-01-01,Baxter,Boulevard René Branquart,80,7860,LESSINES,BE,FR,SA,,068/272738,,395H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0403.093.693')])",
00396,1960-01-01,Cristal Lab.,Avenue du Chene,118,4802,Heusy-Verviers,BE,FR,SPRL,,087/227475,,,,
00397,1960-01-01,Sopar Pharma,Rue de Thyle,29,1495,Sart-Dames-Avelines,BE,FR,SA,,071/879175,,,,
00398,1960-01-01,Ropharma,Avenue du Parc,69,4650,Chaineux,BE,FR,SA,Zoning Indutrial Pt. Rech?,,,,,
00399,1960-01-01,Pulmo Braem,Ingberthoeveweg,3,2630,Aartselaar,BE,NL,,,03/4577404,C/D,,,
00400,1960-01-01,Serviphar,Rue Julien Dulait,1A,6001,Marcinelle,BE,FR,,,,,,,
00401,1960-01-01,Alpha-Repartition,Rue Fond du Marechal,10,5020,Suarlee,BE,FR,SA,,,,,,
00402,1960-01-01,Ets A.Mauroy En Abrégé Cobelmo,Avenue de l'Europe,3,7080,FRAMERIES,BE,FR,SA,,065/71.11.00,,402H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0406.901.241')])",
00403,1960-01-01,Novo Nordisk Pharma,Boulevard International,55,1070,ANDERLECHT,BE,FR,SA,,02/5206210,,0403H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0414 695 586')])",
